iter	Passed	Remaining
1688	7380	21206
1689	7384	21200
1690	7388	21194
1691	7392	21190
1692	7396	21184
1693	7399	21177
1694	7403	21172
1695	7407	21166
1696	7411	21160
1697	7415	21154
1698	7420	21151
1699	7423	21145
1700	7427	21138
1701	7431	21133
1702	7435	21127
1703	7439	21122
1704	7443	21116
1705	7446	21109
1706	7450	21103
1707	7454	21096
1708	7458	21091
1709	7462	21086
1710	7466	21080
1711	7470	21077
1712	7475	21072
1713	7478	21065
1714	7482	21059
1715	7485	21052
1716	7490	21048
1717	7493	21041
1718	7498	21037
1719	7502	21032
1720	7505	21026
1721	7509	21020
1722	7513	21014
1723	7517	21007
1724	7520	21001
1725	7524	20995
1726	7528	20988
1727	7531	20982
1728	7536	20978
1729	7539	20971
1730	7543	20966
1731	7547	20960
1732	7551	20954
1733	7555	20949
1734	7559	20943
1735	7563	20938
1736	7567	20932
1737	7571	20928
1738	7575	20924
1739	7579	20918
1740	7583	20912
1741	7587	20906
1742	7591	20900
1743	7595	20895
1744	7598	20887
1745	7603	20886
1746	7607	20880
1747	7611	20873
1748	7614	20868
1749	7618	20861
1750	7622	20856
1751	7625	20848
1752	7629	20844
1753	7633	20838
1754	7638	20835
1755	7642	20829
1756	7645	20823
1757	7649	20816
1758	7653	20812
1759	7657	20805
1760	7660	20798
1761	7664	20792
1762	7668	20787
1763	7672	20782
1764	7676	20776
1765	7680	20771
1766	7684	20765
1767	7688	20759
1768	7691	20753
1769	7695	20747
1770	7700	20743
1771	7704	20739
1772	7708	20732
1773	7711	20726
1774	7715	20721
1775	7719	20716
1776	7723	20710
1777	7727	20704
1778	7736	20713
1779	7740	20707
1780	7746	20708
1781	7751	20705
1782	7755	20699
1783	7760	20696
1784	7764	20691
1785	7768	20686
1786	7771	20679
1787	7776	20676
1788	7780	20670
1789	7784	20664
1790	7787	20658
1791	7802	20682
1792	7806	20677
1793	7810	20671
1794	7814	20666
1795	7819	20662
1796	7823	20658
1797	7827	20653
1798	7831	20646
1799	7835	20641
1800	7839	20637
1801	7843	20630
1802	7846	20624
1803	7851	20621
1804	7854	20614
1805	7858	20607
1806	7861	20600
1807	7865	20595
1808	7869	20588
1809	7872	20581
1810	7877	20578
1811	7880	20572
1812	7884	20566
1813	7888	20561
1814	7892	20554
1815	7896	20550
1816	7901	20546
1817	7904	20540
1818	7908	20533
1819	7911	20527
1820	7915	20520
1821	7919	20515
1822	7922	20508
1823	7927	20504
1824	7931	20498
1825	7934	20493
1826	7938	20486
1827	7942	20482
1828	7945	20475
1829	7949	20469
1830	7953	20463
1831	7957	20458
1832	7961	20453
1833	7966	20450
1834	7970	20444
1835	7974	20439
1836	7980	20441
1837	7984	20434
1838	7988	20428
1839	7991	20422
1840	7995	20417
1841	7999	20412
1842	8003	20406
1843	8007	20401
1844	8011	20394
1845	8014	20388
1846	8018	20381
1847	8021	20375
1848	8025	20369
1849	8029	20364
1850	8033	20359
1851	8037	20355
1852	8041	20348
1853	8045	20343
1854	8049	20338
1855	8053	20333
1856	8057	20327
1857	8064	20330
1858	8067	20322
1859	8069	20313
1860	8073	20306
1861	8076	20300
1862	8080	20295
1863	8084	20288
1864	8088	20283
1865	8092	20278
1866	8095	20271
1867	8099	20266
1868	8103	20260
1869	8107	20255
1870	8112	20252
1871	8115	20245
1872	8120	20242
1873	8124	20236
1874	8129	20233
1875	8132	20227
1876	8136	20221
1877	8139	20215
1878	8143	20208
1879	8146	20202
1880	8150	20195
1881	8153	20189
1882	8157	20183
1883	8161	20179
1884	8165	20174
1885	8169	20167
1886	8172	20161
1887	8176	20155
1888	8180	20150
1889	8184	20145
1890	8188	20139
1891	8192	20135
1892	8196	20130
1893	8200	20124
1894	8204	20119
1895	8208	20113
1896	8212	20108
1897	8215	20101
1898	8219	20096
1899	8223	20090
1900	8227	20086
1901	8231	20080
1902	8235	20075
1903	8238	20068
1904	8243	20065
1905	8247	20061
1906	8251	20054
1907	8254	20048
1908	8259	20044
1909	8262	20037
1910	8266	20031
1911	8270	20027
1912	8275	20025
1913	8279	20020
1914	8283	20015
1915	8287	20009
1916	8292	20005
1917	8296	20001
1918	8300	19997
1919	8305	19993
1920	8310	19992
1921	8315	19987
1922	8318	19981
1923	8323	19977
1924	8327	19972
1925	8331	19967
1926	8334	19960
1927	8338	19955
1928	8342	19950
1929	8346	19943
1930	8350	19938
1931	8354	19934
1932	8358	19928
1933	8361	19923
1934	8366	19918
1935	8370	19914
1936	8374	19909
1937	8377	19902
1938	8381	19897
1939	8385	19892
1940	8390	19888
1941	8394	19883
1942	8397	19877
1943	8401	19871
1944	8405	19867
1945	8409	19861
1946	8413	19856
1947	8417	19850
1948	8422	19849
1949	8427	19844
1950	8430	19838
1951	8434	19833
1952	8438	19827
1953	8442	19821
1954	8445	19816
1955	8449	19810
1956	8453	19806
1957	8457	19800
1958	8461	19795
1959	8465	19789
1960	8472	19792
1961	8477	19788
1962	8480	19781
1963	8484	19776
1964	8488	19772
1965	8492	19766
1966	8495	19760
1967	8499	19755
1968	8503	19749
1969	8507	19745
1970	8511	19739
1971	8516	19736
1972	8519	19729
1973	8523	19723
1974	8526	19717
1975	8530	19712
1976	8534	19707
1977	8538	19702
1978	8542	19697
1979	8546	19691
1980	8550	19686
1981	8557	19688
1982	8561	19682
1983	8565	19677
1984	8569	19673
1985	8573	19667
1986	8576	19661
1987	8580	19655
1988	8584	19651
1989	8588	19646
1990	8592	19641
1991	8596	19635
1992	8600	19631
1993	8604	19625
1994	8609	19621
1995	8612	19616
1996	8617	19611
1997	8621	19606
1998	8625	19601
1999	8628	19595
2000	8632	19590
2001	8636	19586
2002	8640	19580
2003	8644	19575
2004	8649	19573
2005	8653	19566
2006	8656	19560
2007	8659	19553
2008	8664	19549
2009	8668	19544
2010	8672	19539
2011	8675	19533
2012	8680	19530
2013	8685	19527
2014	8689	19522
2015	8693	19517
2016	8696	19511
2017	8701	19507
2018	8706	19503
2019	8709	19497
2020	8715	19496
2021	8719	19490
2022	8722	19485
2023	8726	19479
2024	8731	19475
2025	8735	19471
2026	8739	19465
2027	8742	19460
2028	8747	19456
2029	8751	19450
2030	8754	19445
2031	8758	19440
2032	8762	19434
2033	8766	19428
2034	8769	19422
2035	8773	19416
2036	8776	19410
2037	8781	19407
2038	8785	19403
2039	8789	19397
2040	8794	19393
2041	8800	19394
2042	8804	19389
2043	8808	19383
2044	8811	19377
2045	8816	19372
2046	8819	19367
2047	8824	19363
2048	8827	19357
2049	8831	19352
2050	8835	19346
2051	8839	19340
2052	8843	19337
2053	8847	19331
2054	8851	19327
2055	8854	19320
2056	8857	19313
2057	8861	19307
2058	8865	19301
2059	8868	19296
2060	8872	19289
2061	8875	19283
2062	8878	19275
2063	8882	19270
2064	8885	19263
2065	8888	19257
2066	8892	19252
2067	8896	19246
2068	8901	19243
2069	8905	19239
2070	8909	19234
2071	8913	19229
2072	8917	19225
2073	8921	19219
2074	8925	19215
2075	8929	19209
2076	8934	19205
2077	8937	19200
2078	8941	19194
2079	8945	19189
2080	8950	19186
2081	8954	19181
2082	8959	19179
2083	8963	19174
2084	8967	19169
2085	8972	19166
2086	8976	19161
2087	8981	19158
2088	8985	19153
2089	8989	19148
2090	8993	19143
2091	8996	19137
2092	9000	19131
2093	9004	19127
2094	9008	19121
2095	9011	19115
2096	9016	19111
2097	9019	19105
2098	9023	19100
2099	9026	19094
2100	9031	19091
2101	9035	19086
2102	9039	19080
2103	9042	19074
2104	9047	19069
2105	9050	19063
2106	9054	19057
2107	9058	19052
2108	9061	19047
2109	9065	19042
2110	9069	19036
2111	9073	19031
2112	9077	19026
2113	9081	19021
2114	9085	19016
2115	9089	19011
2116	9093	19006
2117	9097	19001
2118	9100	18996
2119	9104	18991
2120	9111	18991
2121	9115	18986
2122	9118	18979
2123	9121	18973
2124	9125	18969
2125	9130	18965
2126	9134	18961
2127	9138	18955
2128	9142	18950
2129	9147	18947
2130	9150	18941
2131	9154	18935
2132	9158	18930
2133	9163	18927
2134	9166	18921
2135	9170	18916
2136	9173	18910
2137	9188	18927
2138	9192	18921
2139	9196	18916
2140	9199	18909
2141	9202	18903
2142	9206	18897
2143	9210	18893
2144	9214	18888
2145	9219	18886
2146	9223	18881
2147	9228	18878
2148	9233	18874
2149	9236	18869
2150	9241	18866
2151	9245	18860
2152	9249	18855
2153	9252	18849
2154	9256	18844
2155	9260	18838
2156	9264	18833
2157	9267	18826
2158	9270	18820
2159	9276	18819
2160	9280	18814
2161	9284	18808
2162	9287	18802
2163	9291	18796
2164	9295	18792
2165	9299	18786
2166	9302	18780
2167	9305	18774
2168	9311	18772
2169	9315	18767
2170	9318	18761
2171	9322	18756
2172	9325	18750
2173	9329	18744
2174	9333	18739
2175	9336	18733
2176	9340	18728
2177	9346	18726
2178	9350	18722
2179	9353	18716
2180	9357	18711
2181	9361	18706
2182	9365	18700
2183	9368	18694
2184	9373	18691
2185	9377	18686
2186	9381	18681
2187	9385	18676
2188	9389	18672
2189	9394	18668
2190	9397	18662
2191	9401	18657
2192	9405	18651
2193	9408	18645
2194	9412	18640
2195	9416	18635
2196	9419	18629
2197	9423	18624
2198	9427	18618
2199	9431	18613
2200	9434	18607
2201	9438	18603
2202	9442	18598
2203	9446	18593
2204	9450	18588
2205	9454	18583
2206	9458	18578
2207	9462	18573
2208	9466	18567
2209	9470	18563
2210	9476	18562
2211	9483	18563
2212	9486	18557
2213	9490	18551
2214	9493	18546
2215	9497	18540
2216	9500	18534
2217	9504	18529
2218	9508	18523
2219	9511	18517
2220	9515	18512
2221	9519	18507
2222	9523	18502
2223	9526	18496
2224	9530	18491
2225	9535	18487
2226	9539	18483
2227	9543	18478
2228	9547	18474
2229	9551	18469
2230	9556	18466
2231	9560	18460
2232	9563	18455
2233	9567	18449
2234	9573	18448
2235	9577	18443
2236	9581	18438
2237	9584	18433
2238	9588	18428
2239	9593	18423
2240	9596	18418
2241	9600	18413
2242	9605	18410
2243	9609	18405
2244	9612	18399
2245	9617	18395
2246	9622	18392
2247	9625	18386
2248	9630	18382
2249	9634	18378
2250	9638	18373
2251	9642	18368
2252	9646	18363
2253	9650	18358
2254	9654	18353
2255	9657	18347
2256	9661	18342
2257	9665	18337
2258	9669	18332
2259	9673	18327
2260	9677	18323
2261	9680	18317
2262	9684	18312
2263	9688	18306
2264	9691	18300
2265	9695	18295
2266	9698	18289
2267	9703	18286
2268	9707	18280
2269	9713	18280
2270	9717	18275
2271	9721	18269
2272	9724	18264
2273	9728	18259
2274	9732	18254
2275	9736	18248
2276	9739	18243
2277	9744	18239
2278	9748	18234
2279	9751	18229
2280	9755	18224
2281	9759	18218
2282	9763	18213
2283	9769	18213
2284	9773	18208
2285	9777	18202
2286	9781	18198
2287	9785	18194
2288	9789	18189
2289	9793	18184
2290	9797	18179
2291	9800	18173
2292	9806	18171
2293	9810	18166
2294	9814	18161
2295	9817	18155
2296	9821	18151
2297	9825	18146
2298	9829	18140
2299	9833	18136
2300	9837	18131
2301	9840	18125
2302	9844	18121
2303	9849	18117
2304	9853	18112
2305	9857	18107
2306	9861	18102
2307	9865	18098
2308	9869	18092
2309	9873	18088
2310	9877	18083
2311	9880	18077
2312	9884	18072
2313	9888	18067
2314	9892	18062
2315	9896	18058
2316	9901	18054
2317	9904	18049
2318	9909	18044
2319	9912	18039
2320	9916	18033
2321	9920	18028
2322	9923	18023
2323	9927	18018
2324	9934	18019
2325	9938	18013
2326	9941	18008
2327	9945	18002
2328	9950	17999
2329	9953	17994
2330	9957	17989
2331	9961	17983
2332	9966	17979
2333	9969	17975
2334	9977	17975
2335	9981	17971
2336	9985	17966
2337	9988	17960
2338	9992	17955
2339	9997	17952
2340	10001	17947
2341	10004	17941
2342	10008	17936
2343	10014	17935
2344	10018	17930
2345	10022	17925
2346	10026	17920
2347	10030	17916
2348	10033	17910
2349	10038	17907
2350	10042	17902
2351	10048	17900
2352	10052	17895
2353	10055	17890
2354	10059	17885
2355	10063	17880
2356	10068	17876
2357	10072	17871
2358	10075	17866
2359	10080	17862
2360	10084	17858
2361	10088	17852
2362	10108	17876
2363	10112	17872
2364	10116	17866
2365	10120	17861
2366	10124	17857
2367	10127	17851
2368	10131	17846
2369	10135	17841
2370	10138	17835
2371	10142	17830
2372	10146	17825
2373	10150	17821
2374	10154	17815
2375	10158	17811
2376	10163	17809
2377	10167	17804
2378	10172	17800
2379	10176	17796
2380	10180	17791
2381	10184	17787
2382	10189	17783
2383	10193	17779
2384	10198	17776
2385	10202	17771
2386	10206	17766
2387	10212	17764
2388	10216	17760
2389	10234	17778
2390	10238	17774
2391	10242	17769
2392	10245	17763
2393	10249	17759
2394	10253	17754
2395	10258	17751
2396	10262	17746
2397	10266	17741
2398	10269	17735
2399	10273	17730
2400	10277	17724
2401	10280	17719
2402	10284	17714
2403	10288	17710
2404	10292	17705
2405	10296	17699
2406	10299	17694
2407	10304	17689
2408	10308	17686
2409	10312	17681
2410	10315	17674
2411	10319	17669
2412	10323	17665
2413	10327	17660
2414	10331	17655
2415	10335	17650
2416	10338	17644
2417	10342	17639
2418	10346	17633
2419	10350	17629
2420	10354	17624
2421	10358	17619
2422	10362	17615
2423	10366	17610
2424	10370	17605
2425	10373	17599
2426	10376	17594
2427	10380	17589
2428	10384	17584
2429	10388	17578
2430	10392	17573
2431	10395	17568
2432	10399	17563
2433	10403	17557
2434	10406	17552
2435	10410	17547
2436	10414	17542
2437	10417	17536
2438	10422	17532
2439	10426	17528
2440	10430	17522
2441	10433	17517
2442	10438	17513
2443	10442	17509
2444	10446	17504
2445	10449	17498
2446	10452	17492
2447	10457	17489
2448	10461	17484
2449	10469	17486
2450	10473	17481
2451	10477	17476
2452	10481	17471
2453	10484	17466
2454	10488	17461
2455	10492	17456
2456	10497	17452
2457	10500	17447
2458	10505	17443
2459	10509	17439
2460	10513	17434
2461	10518	17430
2462	10523	17427
2463	10527	17422
2464	10530	17417
2465	10534	17411
2466	10539	17408
2467	10543	17404
2468	10547	17399
2469	10551	17395
2470	10555	17390
2471	10559	17385
2472	10562	17379
2473	10566	17374
2474	10569	17368
2475	10574	17364
2476	10578	17359
2477	10582	17355
2478	10586	17350
2479	10590	17345
2480	10593	17340
2481	10597	17335
2482	10604	17334
2483	10607	17329
2484	10611	17324
2485	10615	17319
2486	10619	17315
2487	10623	17310
2488	10627	17304
2489	10631	17299
2490	10634	17294
2491	10638	17289
2492	10643	17286
2493	10647	17281
2494	10650	17276
2495	10655	17271
2496	10658	17266
2497	10662	17262
2498	10666	17256
2499	10670	17251
2500	10674	17247
2501	10677	17241
2502	10682	17237
2503	10685	17232
2504	10689	17226
2505	10692	17220
2506	10696	17216
2507	10701	17212
2508	10704	17207
2509	10709	17203
2510	10716	17203
2511	10720	17198
2512	10724	17193
2513	10728	17188
2514	10733	17185
2515	10737	17181
2516	10741	17176
2517	10744	17171
2518	10748	17165
2519	10752	17161
2520	10756	17156
2521	10760	17151
2522	10764	17146
2523	10768	17142
2524	10771	17136
2525	10775	17131
2526	10779	17126
2527	10783	17122
2528	10791	17123
2529	10794	17118
2530	10798	17112
2531	10802	17107
2532	10805	17102
2533	10809	17097
2534	10813	17093
2535	10817	17087
2536	10820	17082
2537	10825	17078
2538	10830	17074
2539	10833	17068
2540	10837	17064
2541	10841	17059
2542	10845	17055
2543	10849	17050
2544	10853	17045
2545	10856	17039
2546	10859	17033
2547	10864	17030
2548	10868	17026
2549	10872	17021
2550	10876	17016
2551	10880	17011
2552	10884	17006
2553	10888	17001
2554	10892	16996
2555	10895	16991
2556	10899	16987
2557	10904	16983
2558	10907	16977
2559	10912	16974
2560	10916	16969
2561	10920	16964
2562	10924	16959
2563	10928	16955
2564	10933	16951
2565	10937	16947
2566	10944	16947
2567	10948	16942
2568	10952	16938
2569	10959	16938
2570	10963	16933
2571	10969	16931
2572	10972	16926
2573	10976	16921
2574	10980	16916
2575	10983	16910
2576	10987	16905
2577	10991	16900
2578	10994	16895
2579	10999	16891
2580	11003	16886
2581	11006	16881
2582	11011	16876
2583	11014	16872
2584	11018	16866
2585	11022	16862
2586	11025	16856
2587	11029	16850
2588	11034	16847
2589	11038	16843
2590	11041	16837
2591	11045	16832
2592	11049	16827
2593	11053	16822
2594	11057	16817
2595	11061	16814
2596	11065	16809
2597	11068	16803
2598	11072	16798
2599	11076	16794
2600	11080	16788
2601	11083	16782
2602	11087	16778
2603	11094	16778
2604	11098	16773
2605	11101	16767
2606	11107	16765
2607	11111	16760
2608	11114	16755
2609	11118	16749
2610	11123	16746
2611	11126	16741
2612	11130	16736
2613	11134	16731
2614	11138	16726
2615	11143	16724
2616	11147	16719
2617	11151	16715
2618	11155	16710
2619	11159	16705
2620	11163	16701
2621	11167	16695
2622	11170	16690
2623	11178	16691
2624	11182	16686
2625	11187	16683
2626	11193	16681
2627	11200	16681
2628	11205	16678
2629	11209	16673
2630	11214	16670
2631	11218	16665
2632	11221	16660
2633	11225	16655
2634	11229	16650
2635	11233	16645
2636	11237	16641
2637	11242	16637
2638	11245	16632
2639	11249	16627
2640	11253	16622
2641	11257	16617
2642	11261	16612
2643	11264	16606
2644	11268	16601
2645	11273	16599
2646	11276	16593
2647	11280	16588
2648	11284	16583
2649	11288	16579
2650	11292	16574
2651	11295	16568
2652	11299	16563
2653	11303	16559
2654	11308	16555
2655	11312	16550
2656	11315	16545
2657	11319	16540
2658	11323	16536
2659	11327	16530
2660	11330	16525
2661	11335	16521
2662	11339	16517
2663	11343	16512
2664	11347	16507
2665	11354	16508
2666	11358	16503
2667	11362	16498
2668	11366	16493
2669	11370	16488
2670	11373	16483
2671	11377	16478
2672	11381	16473
2673	11386	16470
2674	11390	16466
2675	11394	16461
2676	11398	16456
2677	11404	16454
2678	11408	16450
2679	11411	16445
2680	11416	16441
2681	11421	16437
2682	11425	16432
2683	11428	16427
2684	11432	16423
2685	11437	16419
2686	11441	16414
2687	11445	16410
2688	11449	16405
2689	11453	16400
2690	11460	16400
2691	11465	16397
2692	11469	16393
2693	11473	16387
2694	11476	16382
2695	11482	16380
2696	11485	16374
2697	11489	16369
2698	11492	16364
2699	11496	16359
2700	11500	16354
2701	11504	16349
2702	11507	16344
2703	11511	16338
2704	11514	16333
2705	11518	16328
2706	11522	16324
2707	11526	16319
2708	11530	16314
2709	11534	16310
2710	11538	16305
2711	11542	16300
2712	11546	16296
2713	11550	16292
2714	11555	16287
2715	11558	16282
2716	11562	16277
2717	11567	16274
2718	11570	16268
2719	11574	16264
2720	11578	16259
2721	11583	16256
2722	11587	16251
2723	11591	16246
2724	11595	16241
2725	11599	16237
2726	11603	16232
2727	11606	16227
2728	11611	16223
2729	11614	16217
2730	11618	16213
2731	11622	16208
2732	11626	16203
2733	11630	16199
2734	11634	16194
2735	11637	16189
2736	11641	16183
2737	11645	16179
2738	11650	16175
2739	11653	16170
2740	11657	16166
2741	11660	16160
2742	11665	16155
2743	11669	16151
2744	11674	16148
2745	11678	16144
2746	11681	16138
2747	11685	16133
2748	11689	16128
2749	11693	16124
2750	11697	16119
2751	11701	16114
2752	11707	16112
2753	11711	16107
2754	11714	16102
2755	11718	16097
2756	11722	16092
2757	11725	16087
2758	11730	16083
2759	11733	16078
2760	11737	16073
2761	11741	16068
2762	11746	16065
2763	11749	16060
2764	11753	16054
2765	11757	16050
2766	11761	16046
2767	11765	16041
2768	11769	16036
2769	11773	16032
2770	11778	16028
2771	11782	16024
2772	11786	16019
2773	11789	16014
2774	11796	16013
2775	11799	16007
2776	11803	16003
2777	11807	15998
2778	11812	15995
2779	11816	15990
2780	11820	15986
2781	11824	15981
2782	11828	15976
2783	11834	15974
2784	11838	15969
2785	11841	15965
2786	11845	15960
2787	11849	15955
2788	11853	15950
2789	11856	15944
2790	11860	15940
2791	11864	15935
2792	11868	15930
2793	11871	15925
2794	11875	15920
2795	11878	15914
2796	11882	15910
2797	11887	15906
2798	11891	15902
2799	11895	15897
2800	11899	15892
2801	11902	15887
2802	11906	15882
2803	11910	15877
2804	11914	15873
2805	11918	15869
2806	11922	15864
2807	11928	15862
2808	11932	15857
2809	11935	15852
2810	11940	15848
2811	11944	15843
2812	11947	15838
2813	11951	15833
2814	11956	15830
2815	11961	15826
2816	11965	15822
2817	11970	15819
2818	11975	15815
2819	11980	15812
2820	11986	15810
2821	11990	15805
2822	11994	15801
2823	11998	15797
2824	12002	15792
2825	12006	15787
2826	12011	15784
2827	12015	15780
2828	12019	15775
2829	12023	15770
2830	12028	15767
2831	12032	15762
2832	12036	15758
2833	12040	15754
2834	12044	15748
2835	12048	15744
2836	12052	15740
2837	12058	15737
2838	12062	15733
2839	12068	15730
2840	12072	15727
2841	12078	15725
2842	12083	15722
2843	12092	15723
2844	12097	15719
2845	12101	15715
2846	12105	15711
2847	12110	15707
2848	12114	15703
2849	12119	15699
2850	12123	15695
2851	12128	15692
2852	12133	15688
2853	12138	15685
2854	12143	15682
2855	12148	15678
2856	12152	15674
2857	12156	15669
2858	12160	15664
2859	12163	15659
2860	12167	15654
2861	12172	15651
2862	12177	15647
2863	12182	15644
2864	12186	15640
2865	12191	15637
2866	12197	15635
2867	12203	15632
2868	12207	15627
2869	12213	15625
2870	12216	15620
2871	12221	15617
2872	12226	15614
2873	12230	15609
2874	12238	15609
2875	12241	15604
2876	12245	15599
2877	12249	15594
2878	12254	15591
2879	12258	15586
2880	12262	15582
2881	12266	15578
2882	12270	15573
2883	12274	15568
2884	12278	15563
2885	12281	15558
2886	12285	15554
2887	12289	15549
2888	12294	15545
2889	12298	15540
2890	12302	15536
2891	12305	15531
2892	12309	15526
2893	12313	15521
2894	12318	15517
2895	12321	15512
2896	12325	15507
2897	12328	15502
2898	12332	15497
2899	12336	15492
2900	12340	15488
2901	12344	15483
2902	12348	15479
2903	12352	15474
2904	12356	15470
2905	12360	15465
2906	12364	15461
2907	12368	15456
2908	12372	15452
2909	12377	15448
2910	12381	15444
2911	12385	15439
2912	12389	15435
2913	12393	15430
2914	12399	15427
2915	12402	15422
2916	12406	15417
2917	12410	15413
2918	12415	15409
2919	12419	15405
2920	12423	15400
2921	12427	15396
2922	12431	15392
2923	12435	15386
2924	12447	15391
2925	12451	15387
2926	12455	15382
2927	12459	15378
2928	12463	15374
2929	12467	15369
2930	12471	15365
2931	12475	15360
2932	12479	15355
2933	12483	15351
2934	12488	15347
2935	12491	15342
2936	12496	15338
2937	12500	15333
2938	12504	15329
2939	12507	15324
2940	12511	15319
2941	12515	15314
2942	12519	15310
2943	12523	15305
2944	12527	15300
2945	12531	15296
2946	12535	15291
2947	12538	15286
2948	12542	15281
2949	12547	15278
2950	12551	15273
2951	12554	15268
2952	12558	15263
2953	12562	15259
2954	12566	15254
2955	12571	15251
2956	12575	15246
2957	12579	15241
2958	12582	15236
2959	12587	15232
2960	12591	15227
2961	12594	15222
2962	12598	15218
2963	12603	15214
2964	12607	15209
2965	12612	15205
2966	12615	15200
2967	12619	15196
2968	12623	15191
2969	12628	15187
2970	12631	15182
2971	12635	15178
2972	12639	15173
2973	12643	15169
2974	12647	15164
2975	12652	15160
2976	12656	15155
2977	12661	15152
2978	12665	15148
2979	12669	15143
2980	12672	15138
2981	12677	15134
2982	12681	15130
2983	12685	15126
2984	12692	15125
2985	12696	15120
2986	12700	15115
2987	12704	15110
2988	12708	15105
2989	12712	15101
2990	12716	15097
2991	12720	15093
2992	12725	15089
2993	12728	15084
2994	12733	15079
2995	12737	15075
2996	12742	15072
2997	12746	15067
2998	12750	15063
2999	12754	15059
3000	12759	15055
3001	12763	15050
3002	12767	15046
3003	12771	15041
3004	12775	15037
3005	12779	15032
3006	12784	15029
3007	12788	15024
3008	12793	15020
3009	12796	15016
3010	12800	15011
3011	12805	15007
3012	12810	15004
3013	12815	15000
3014	12818	14995
3015	12823	14991
3016	12827	14986
3017	12830	14981
3018	12834	14977
3019	12838	14972
3020	12842	14968
3021	12846	14963
3022	12851	14960
3023	12855	14955
3024	12859	14950
3025	12863	14946
3026	12867	14942
3027	12874	14940
3028	12878	14936
3029	12882	14931
3030	12887	14928
3031	12891	14924
3032	12896	14920
3033	12899	14915
3034	12904	14911
3035	12908	14906
3036	12912	14902
3037	12917	14898
3038	12943	14919
3039	12949	14917
3040	12958	14918
3041	12962	14914
3042	12967	14911
3043	12972	14907
3044	12976	14902
3045	12980	14897
3046	12983	14893
3047	12989	14889
3048	12993	14885
3049	12998	14882
3050	13003	14879
3051	13008	14875
3052	13013	14871
3053	13016	14866
3054	13020	14862
3055	13026	14859
3056	13030	14854
3057	13035	14850
3058	13041	14849
3059	13047	14846
3060	13051	14842
3061	13056	14838
3062	13060	14834
3063	13064	14830
3064	13069	14826
3065	13073	14821
3066	13078	14818
3067	13082	14813
3068	13087	14810
3069	13091	14806
3070	13095	14801
3071	13099	14796
3072	13103	14791
3073	13107	14787
3074	13113	14785
3075	13117	14780
3076	13121	14776
3077	13124	14770
3078	13126	14764
3079	13129	14758
3080	13133	14752
3081	13136	14748
3082	13140	14743
3083	13144	14739
3084	13148	14734
3085	13152	14729
3086	13155	14724
3087	13159	14719
3088	13163	14714
3089	13167	14710
3090	13171	14705
3091	13176	14702
3092	13180	14697
3093	13183	14692
3094	13187	14687
3095	13191	14682
3096	13195	14678
3097	13199	14673
3098	13203	14668
3099	13207	14664
3100	13211	14659
3101	13214	14654
3102	13218	14649
3103	13221	14644
3104	13226	14641
3105	13229	14635
3106	13233	14630
3107	13237	14626
3108	13241	14621
3109	13245	14616
3110	13248	14611
3111	13255	14609
3112	13259	14605
3113	13263	14601
3114	13267	14596
3115	13271	14591
3116	13277	14589
3117	13282	14585
3118	13286	14581
3119	13293	14579
3120	13296	14574
3121	13300	14570
3122	13307	14568
3123	13311	14564
3124	13315	14559
3125	13318	14554
3126	13323	14550
3127	13326	14545
3128	13330	14540
3129	13334	14535
3130	13342	14535
3131	13346	14531
3132	13349	14525
3133	13353	14520
3134	13357	14515
3135	13360	14510
3136	13364	14505
3137	13367	14500
3138	13371	14496
3139	13375	14492
3140	13380	14487
3141	13384	14484
3142	13388	14479
3143	13394	14476
3144	13400	14474
3145	13407	14472
3146	13412	14469
3147	13417	14465
3148	13421	14461
3149	13426	14457
3150	13430	14452
3151	13435	14449
3152	13439	14445
3153	13443	14440
3154	13447	14436
3155	13452	14432
3156	13456	14428
3157	13461	14424
3158	13465	14420
3159	13473	14420
3160	13477	14415
3161	13480	14409
3162	13485	14406
3163	13488	14401
3164	13493	14396
3165	13497	14392
3166	13501	14388
3167	13505	14384
3168	13510	14379
3169	13514	14375
3170	13518	14371
3171	13523	14368
3172	13528	14364
3173	13532	14359
3174	13537	14356
3175	13541	14351
3176	13546	14347
3177	13551	14344
3178	13555	14339
3179	13559	14335
3180	13562	14330
3181	13570	14330
3182	13585	14336
3183	13596	14339
3184	13600	14334
3185	13604	14330
3186	13607	14324
3187	13610	14319
3188	13613	14313
3189	13619	14310
3190	13623	14306
3191	13627	14301
3192	13633	14299
3193	13639	14297
3194	13646	14295
3195	13657	14298
3196	13668	14300
3197	13673	14298
3198	13680	14295
3199	13684	14291
3200	13689	14287
3201	13695	14285
3202	13699	14281
3203	13705	14278
3204	13708	14273
3205	13712	14268
3206	13715	14263
3207	13719	14257
3208	13723	14253
3209	13729	14251
3210	13733	14246
3211	13737	14242
3212	13743	14239
3213	13748	14236
3214	13753	14232
3215	13758	14229
3216	13764	14226
3217	13769	14222
3218	13775	14220
3219	13779	14216
3220	13784	14212
3221	13790	14209
3222	13795	14206
3223	13799	14201
3224	13805	14199
3225	13811	14196
3226	13816	14193
3227	13820	14189
3228	13826	14185
3229	13830	14181
3230	13839	14181
3231	13849	14184
3232	13864	14190
3233	13871	14188
3234	13876	14185
3235	13881	14181
3236	13886	14177
3237	13891	14174
3238	13897	14171
3239	13902	14168
3240	13907	14165
3241	13911	14160
