iter	Passed	Remaining
739	3319	26024
740	3323	26020
741	3327	26011
742	3331	26000
743	3335	25993
744	3340	25989
745	3345	25989
746	3349	25986
747	3354	25982
748	3360	25992
749	3373	26048
750	3376	26038
751	3381	26033
752	3385	26024
753	3389	26016
754	3394	26016
755	3401	26035
756	3406	26029
757	3410	26021
758	3414	26015
759	3418	26007
760	3422	25997
761	3426	25990
762	3431	25988
763	3436	25986
764	3440	25979
765	3443	25967
766	3446	25951
767	3451	25946
768	3454	25936
769	3460	25943
770	3466	25943
771	3470	25938
772	3474	25929
773	3478	25921
774	3481	25909
775	3486	25903
776	3489	25893
777	3493	25885
778	3498	25881
779	3501	25868
780	3506	25867
781	3511	25863
782	3515	25855
783	3518	25844
784	3523	25838
785	3528	25841
786	3532	25835
787	3536	25824
788	3543	25838
789	3547	25830
790	3551	25819
791	3555	25814
792	3561	25819
793	3568	25830
794	3578	25869
795	3587	25893
796	3592	25896
797	3597	25896
798	3601	25888
799	3606	25886
800	3610	25876
801	3614	25871
802	3618	25861
803	3621	25847
804	3626	25843
805	3630	25840
806	3635	25837
807	3642	25849
808	3646	25841
809	3650	25829
810	3653	25817
811	3658	25818
812	3663	25816
813	3667	25806
814	3671	25802
815	3676	25797
816	3679	25786
817	3684	25783
818	3691	25792
819	3696	25795
820	3714	25882
821	3732	25974
822	3737	25969
823	3745	25989
824	3754	26020
825	3760	26019
826	3763	26010
827	3769	26013
828	3775	26019
829	3779	26013
830	3786	26020
831	3790	26016
832	3795	26012
833	3800	26011
834	3805	26007
835	3811	26016
836	3817	26017
837	3822	26018
838	3827	26019
839	3834	26030
840	3837	26014
841	3841	26008
842	3845	25999
843	3849	25991
844	3853	25977
845	3857	25970
846	3861	25960
847	3865	25955
848	3869	25944
849	3873	25938
850	3877	25929
851	3881	25920
852	3885	25911
853	3889	25907
854	3893	25898
855	3897	25888
856	3901	25881
857	3905	25871
858	3909	25862
859	3913	25853
860	3917	25846
861	3924	25859
862	3929	25855
863	3933	25849
864	3937	25844
865	3941	25833
866	3945	25825
867	3949	25819
868	3953	25809
869	3957	25803
870	3963	25808
871	3967	25798
872	3971	25788
873	3974	25777
874	3978	25767
875	3983	25765
876	3987	25759
877	3992	25753
878	3995	25743
879	3999	25731
880	4003	25722
881	4010	25736
882	4015	25734
883	4019	25726
884	4023	25720
885	4027	25711
886	4033	25714
887	4036	25702
888	4040	25694
889	4044	25686
890	4049	25680
891	4061	25723
892	4066	25725
893	4071	25722
894	4077	25724
895	4082	25724
896	4087	25721
897	4091	25715
898	4096	25712
899	4102	25715
900	4105	25704
901	4109	25697
902	4114	25693
903	4119	25694
904	4126	25700
905	4130	25693
906	4134	25686
907	4138	25679
908	4144	25683
909	4155	25720
910	4168	25768
911	4178	25793
912	4189	25832
913	4198	25855
914	4203	25851
915	4207	25843
916	4211	25836
917	4216	25833
918	4221	25827
919	4224	25814
920	4228	25809
921	4232	25799
922	4236	25789
923	4240	25780
924	4245	25779
925	4249	25773
926	4253	25766
927	4257	25757
928	4262	25754
929	4266	25745
930	4270	25737
931	4274	25731
932	4279	25725
933	4282	25715
934	4286	25706
935	4290	25696
936	4294	25689
937	4298	25678
938	4301	25668
939	4305	25661
940	4309	25653
941	4313	25641
942	4317	25633
943	4320	25623
944	4324	25614
945	4328	25604
946	4332	25596
947	4336	25589
948	4340	25583
949	4345	25576
950	4348	25566
951	4352	25556
952	4356	25546
953	4359	25538
954	4364	25531
955	4368	25527
956	4372	25519
957	4377	25516
958	4381	25507
959	4385	25502
960	4389	25492
961	4393	25486
962	4398	25479
963	4401	25469
964	4405	25460
965	4409	25450
966	4413	25443
967	4416	25433
968	4420	25425
969	4425	25419
970	4429	25411
971	4433	25405
972	4437	25396
973	4441	25390
974	4445	25383
975	4449	25372
976	4453	25366
977	4457	25361
978	4461	25351
979	4465	25341
980	4470	25342
981	4474	25334
982	4478	25324
983	4481	25314
984	4485	25306
985	4489	25297
986	4492	25286
987	4496	25277
988	4501	25273
989	4505	25264
990	4509	25256
991	4513	25250
992	4516	25240
993	4521	25236
994	4526	25236
995	4530	25226
996	4534	25219
997	4538	25209
998	4542	25206
999	4546	25196
1000	4550	25186
1001	4554	25180
1002	4558	25173
1003	4562	25166
1004	4567	25161
1005	4570	25151
1006	4575	25147
1007	4579	25140
1008	4582	25131
1009	4586	25121
1010	4590	25116
1011	4594	25108
1012	4601	25114
1013	4605	25107
1014	4609	25098
1015	4613	25091
1016	4617	25087
1017	4623	25086
1018	4626	25077
1019	4630	25069
1020	4634	25060
1021	4638	25055
1022	4642	25046
1023	4646	25037
1024	4650	25030
1025	4654	25021
1026	4658	25014
1027	4662	25006
1028	4667	25004
1029	4672	25002
1030	4676	24997
1031	4680	24992
1032	4684	24981
1033	4694	25009
1034	4699	25005
1035	4703	24999
1036	4707	24991
1037	4711	24983
1038	4715	24975
1039	4719	24970
1040	4723	24961
1041	4727	24951
1042	4730	24941
1043	4734	24932
1044	4739	24929
1045	4743	24922
1046	4746	24912
1047	4750	24905
1048	4755	24900
1049	4759	24892
1050	4763	24886
1051	4766	24875
1052	4770	24868
1053	4775	24864
1054	4779	24855
1055	4782	24847
1056	4787	24845
1057	4791	24837
1058	4796	24832
1059	4800	24825
1060	4803	24815
1061	4807	24808
1062	4811	24800
1063	4815	24794
1064	4819	24787
1065	4823	24779
1066	4829	24778
1067	4832	24770
1068	4837	24768
1069	4841	24760
1070	4845	24750
1071	4849	24745
1072	4853	24735
1073	4856	24727
1074	4861	24721
1075	4865	24715
1076	4869	24711
1077	4873	24702
1078	4876	24691
1079	4882	24690
1080	4886	24683
1081	4890	24678
1082	4894	24670
1083	4898	24663
1084	4902	24655
1085	4905	24645
1086	4909	24638
1087	4914	24633
1088	4918	24627
1089	4922	24621
1090	4926	24616
1091	4930	24608
1092	4934	24600
1093	4938	24594
1094	4942	24585
1095	4946	24580
1096	4950	24573
1097	4954	24563
1098	4958	24557
1099	4961	24547
1100	4965	24538
1101	4969	24530
1102	4972	24521
1103	4976	24513
1104	4979	24502
1105	4985	24502
1106	4988	24493
1107	4993	24488
1108	5001	24500
1109	5005	24496
1110	5009	24487
1111	5014	24485
1112	5018	24478
1113	5022	24474
1114	5026	24466
1115	5029	24455
1116	5034	24452
1117	5038	24442
1118	5041	24433
1119	5045	24425
1120	5049	24419
1121	5053	24412
1122	5057	24407
1123	5061	24397
1124	5065	24392
1125	5069	24382
1126	5073	24375
1127	5076	24365
1128	5079	24355
1129	5084	24353
1130	5088	24346
1131	5092	24338
1132	5096	24330
1133	5100	24323
1134	5103	24314
1135	5113	24334
1136	5116	24322
1137	5120	24315
1138	5124	24310
1139	5130	24310
1140	5133	24300
1141	5137	24292
1142	5141	24283
1143	5144	24276
1144	5148	24269
1145	5153	24263
1146	5157	24256
1147	5160	24248
1148	5165	24244
1149	5169	24237
1150	5173	24229
1151	5181	24245
1152	5185	24237
1153	5189	24231
1154	5199	24252
1155	5203	24243
1156	5207	24236
1157	5212	24232
1158	5217	24234
1159	5221	24224
1160	5224	24215
1161	5227	24203
1162	5231	24196
1163	5235	24187
1164	5238	24180
1165	5242	24171
1166	5246	24162
1167	5249	24154
1168	5253	24147
1169	5257	24141
1170	5261	24133
1171	5265	24126
1172	5269	24118
1173	5272	24109
1174	5276	24103
1175	5281	24101
1176	5285	24094
1177	5289	24087
1178	5294	24081
1179	5297	24074
1180	5301	24065
1181	5305	24057
1182	5309	24049
1183	5312	24041
1184	5316	24032
1185	5320	24026
1186	5323	24016
1187	5328	24014
1188	5332	24006
1189	5336	24000
1190	5340	23995
1191	5345	23994
1192	5355	24011
1193	5359	24006
1194	5363	23999
1195	5367	23990
1196	5370	23982
1197	5375	23976
1198	5379	23971
1199	5382	23961
1200	5386	23954
1201	5390	23947
1202	5394	23942
1203	5398	23935
1204	5402	23926
1205	5406	23920
1206	5411	23920
1207	5416	23915
1208	5420	23908
1209	5423	23900
1210	5427	23893
1211	5431	23884
1212	5434	23875
1213	5438	23867
1214	5442	23861
1215	5446	23853
1216	5449	23845
1217	5453	23836
1218	5457	23830
1219	5460	23822
1220	5464	23815
1221	5468	23806
1222	5472	23801
1223	5476	23793
1224	5479	23784
1225	5483	23775
1226	5486	23766
1227	5490	23758
1228	5494	23753
1229	5498	23746
1230	5502	23740
1231	5507	23737
1232	5511	23731
1233	5515	23724
1234	5519	23717
1235	5523	23710
1236	5526	23702
1237	5531	23696
1238	5534	23688
1239	5538	23682
1240	5542	23676
1241	5551	23689
1242	5565	23726
1243	5571	23726
1244	5576	23726
1245	5581	23722
1246	5584	23714
1247	5589	23712
1248	5593	23705
1249	5597	23698
1250	5604	23702
1251	5608	23695
1252	5612	23691
1253	5616	23686
1254	5621	23680
1255	5625	23673
1256	5629	23667
1257	5633	23663
1258	5637	23656
1259	5640	23647
1260	5644	23639
1261	5648	23631
1262	5652	23625
1263	5656	23621
1264	5660	23614
1265	5664	23607
1266	5669	23602
1267	5672	23593
1268	5675	23584
1269	5679	23577
1270	5683	23571
1271	5687	23563
1272	5690	23553
1273	5694	23546
1274	5698	23538
1275	5702	23532
1276	5706	23526
1277	5710	23519
1278	5714	23513
1279	5717	23505
1280	5721	23498
1281	5724	23488
1282	5728	23482
1283	5732	23475
1284	5736	23469
1285	5740	23461
1286	5744	23456
1287	5748	23449
1288	5752	23440
1289	5755	23433
1290	5759	23425
1291	5763	23419
1292	5768	23418
1293	5772	23412
1294	5776	23405
1295	5781	23402
1296	5785	23395
1297	5789	23389
1298	5793	23382
1299	5797	23377
1300	5801	23372
1301	5805	23365
1302	5809	23358
1303	5813	23350
1304	5816	23342
1305	5821	23340
1306	5825	23332
1307	5831	23335
1308	5835	23330
1309	5839	23323
1310	5846	23327
1311	5850	23320
1312	5853	23312
1313	5857	23304
1314	5860	23296
1315	5865	23291
1316	5869	23286
1317	5873	23280
1318	5876	23271
1319	5880	23264
1320	5887	23268
1321	5891	23263
1322	5895	23255
1323	5900	23252
1324	5904	23246
1325	5907	23238
1326	5911	23233
1327	5916	23228
1328	5919	23220
1329	5923	23214
1330	5927	23205
1331	5930	23196
1332	5934	23190
1333	5938	23184
1334	5942	23176
1335	5945	23169
1336	5950	23164
1337	5953	23157
1338	5957	23148
1339	5962	23146
1340	5967	23145
1341	5971	23139
1342	5975	23130
1343	5979	23127
1344	5983	23120
1345	5987	23115
1346	5991	23108
1347	5995	23100
1348	5999	23095
1349	6003	23089
1350	6007	23084
1351	6011	23078
1352	6016	23073
1353	6020	23067
1354	6023	23058
1355	6027	23051
1356	6033	23052
1357	6036	23045
1358	6040	23036
1359	6043	23028
1360	6047	23019
1361	6050	23012
1362	6054	23004
1363	6057	22996
1364	6062	22991
1365	6066	22986
1366	6069	22978
1367	6073	22969
1368	6077	22965
1369	6081	22958
1370	6085	22951
1371	6089	22945
1372	6093	22939
1373	6097	22934
1374	6100	22925
1375	6104	22919
1376	6108	22911
1377	6112	22906
1378	6115	22897
1379	6119	22889
1380	6122	22880
1381	6126	22873
1382	6129	22866
1383	6133	22859
1384	6137	22853
1385	6141	22847
1386	6145	22841
1387	6149	22835
1388	6153	22828
1389	6157	22821
1390	6161	22817
1391	6165	22810
1392	6169	22805
1393	6174	22800
1394	6177	22793
1395	6181	22788
1396	6188	22791
1397	6192	22784
1398	6197	22783
1399	6201	22776
1400	6205	22771
1401	6208	22763
1402	6212	22754
1403	6216	22748
1404	6219	22741
1405	6223	22735
1406	6227	22727
1407	6230	22719
1408	6234	22710
1409	6241	22716
1410	6245	22711
1411	6250	22707
1412	6253	22699
1413	6257	22691
1414	6262	22690
1415	6266	22684
1416	6270	22678
1417	6273	22670
1418	6277	22664
1419	6281	22656
1420	6284	22647
1421	6288	22642
1422	6303	22677
1423	6307	22668
1424	6310	22659
1425	6313	22649
1426	6316	22641
1427	6320	22636
1428	6326	22635
1429	6330	22628
1430	6334	22623
1431	6341	22627
1432	6344	22620
1433	6348	22615
1434	6352	22607
1435	6357	22606
1436	6362	22603
1437	6368	22603
1438	6373	22600
1439	6377	22596
1440	6381	22590
1441	6385	22583
1442	6389	22578
1443	6393	22570
1444	6397	22564
1445	6401	22558
1446	6404	22551
1447	6408	22544
1448	6413	22541
1449	6416	22534
1450	6421	22529
1451	6426	22527
1452	6430	22521
1453	6435	22518
1454	6441	22520
1455	6445	22515
1456	6449	22508
1457	6453	22503
1458	6457	22497
1459	6461	22491
1460	6465	22484
1461	6468	22476
1462	6473	22472
1463	6477	22466
1464	6480	22459
1465	6484	22453
1466	6489	22451
1467	6494	22446
1468	6498	22442
1469	6502	22435
1470	6506	22428
1471	6509	22421
1472	6513	22415
1473	6517	22408
1474	6522	22405
1475	6525	22398
1476	6530	22393
1477	6533	22386
1478	6537	22380
1479	6542	22378
1480	6547	22375
1481	6552	22371
1482	6557	22369
1483	6560	22361
1484	6564	22356
1485	6568	22350
1486	6572	22343
1487	6576	22336
1488	6580	22330
1489	6586	22333
1490	6590	22327
1491	6594	22320
1492	6598	22314
1493	6602	22307
1494	6607	22305
1495	6611	22299
1496	6615	22293
1497	6620	22293
1498	6624	22286
1499	6628	22280
1500	6632	22275
1501	6638	22275
1502	6642	22269
1503	6645	22261
1504	6649	22255
1505	6653	22250
1506	6657	22243
1507	6661	22237
1508	6664	22229
1509	6668	22223
1510	6671	22214
1511	6675	22207
1512	6679	22200
1513	6683	22194
1514	6686	22187
1515	6689	22179
1516	6693	22173
1517	6697	22166
1518	6701	22159
1519	6704	22152
1520	6708	22145
1521	6712	22138
1522	6715	22131
1523	6719	22123
1524	6722	22116
1525	6726	22109
1526	6729	22101
1527	6733	22095
1528	6737	22090
1529	6741	22083
1530	6745	22077
1531	6749	22073
1532	6754	22069
1533	6757	22062
1534	6761	22055
1535	6765	22048
1536	6769	22045
1537	6774	22039
1538	6777	22032
1539	6781	22026
1540	6786	22023
1541	6790	22017
1542	6794	22012
1543	6797	22004
1544	6802	22000
1545	6806	21994
1546	6809	21988
1547	6814	21982
1548	6820	21985
1549	6823	21977
1550	6827	21971
1551	6835	21977
1552	6839	21971
1553	6843	21964
1554	6848	21962
1555	6853	21960
1556	6857	21954
1557	6860	21947
1558	6864	21941
1559	6868	21935
1560	6872	21928
1561	6875	21920
1562	6880	21918
1563	6885	21915
1564	6889	21908
1565	6892	21901
1566	6896	21894
1567	6900	21889
1568	6903	21881
1569	6907	21876
1570	6912	21871
1571	6915	21864
1572	6919	21857
1573	6922	21849
1574	6926	21843
1575	6930	21836
1576	6934	21832
1577	6938	21825
1578	6941	21818
1579	6945	21813
1580	6949	21806
1581	6953	21802
1582	6957	21796
1583	6961	21789
1584	6966	21786
1585	6969	21778
1586	6973	21772
1587	6976	21765
1588	6981	21761
1589	6985	21756
1590	6989	21750
1591	6993	21743
1592	6997	21739
1593	7001	21733
1594	7005	21726
1595	7009	21721
1596	7012	21714
1597	7017	21710
1598	7021	21704
1599	7024	21697
1600	7028	21691
1601	7033	21687
1602	7036	21679
1603	7039	21672
1604	7043	21666
1605	7047	21660
1606	7050	21652
1607	7055	21649
1608	7059	21643
1609	7064	21640
1610	7067	21633
1611	7071	21627
1612	7075	21620
1613	7080	21619
1614	7084	21612
1615	7087	21605
1616	7091	21598
1617	7096	21595
1618	7099	21587
1619	7102	21580
1620	7106	21573
1621	7110	21568
1622	7114	21562
1623	7118	21556
1624	7122	21552
1625	7129	21554
1626	7132	21547
1627	7136	21540
1628	7140	21534
1629	7145	21533
1630	7149	21527
1631	7152	21519
1632	7156	21514
1633	7160	21509
1634	7164	21501
1635	7167	21493
1636	7171	21487
1637	7174	21480
1638	7178	21475
1639	7183	21470
1640	7186	21463
1641	7190	21458
1642	7194	21452
1643	7198	21446
1644	7202	21440
1645	7206	21435
1646	7211	21432
1647	7214	21424
1648	7218	21418
1649	7222	21413
1650	7227	21410
1651	7231	21405
1652	7234	21398
1653	7238	21391
1654	7242	21387
1655	7246	21380
1656	7250	21375
1657	7254	21369
1658	7257	21362
1659	7261	21355
1660	7265	21350
1661	7269	21345
1662	7273	21338
1663	7277	21334
1664	7281	21328
1665	7286	21325
1666	7290	21320
1667	7295	21316
1668	7298	21310
1669	7302	21304
1670	7307	21300
1671	7311	21295
1672	7314	21288
1673	7318	21281
1674	7321	21273
1675	7330	21283
1676	7334	21277
1677	7337	21270
1678	7342	21266
1679	7346	21259
1680	7349	21253
1681	7353	21247
1682	7357	21241
1683	7361	21236
1684	7365	21230
1685	7369	21225
1686	7373	21219
1687	7377	21214
