iter	RMSE
189	6110.064363
190	6104.964501
191	6100.721655
192	6096.067011
193	6090.54106
194	6085.454027
195	6081.381439
196	6076.745447
197	6072.822541
198	6068.188479
199	6064.46636
200	6060.669099
201	6056.667829
202	6051.181099
203	6047.578638
204	6042.088754
205	6036.514547
206	6032.946215
207	6028.808334
208	6025.487238
209	6021.731231
210	6018.020651
211	6012.976652
212	6009.42977
213	6003.684018
214	5999.737301
215	5996.051759
216	5992.735857
217	5989.69747
218	5985.655784
219	5981.492517
220	5976.912446
221	5971.522765
222	5966.74839
223	5963.772202
224	5959.408727
225	5956.376517
226	5952.832286
227	5948.021463
228	5944.067622
229	5940.006997
230	5936.702787
231	5933.242388
232	5930.222814
233	5927.057424
234	5923.598663
235	5921.0994
236	5918.094967
237	5915.018099
238	5911.22113
239	5907.605614
240	5902.663736
241	5898.264159
242	5894.897623
243	5892.22853
244	5889.57148
245	5886.638337
246	5884.021146
247	5879.954373
248	5876.556389
249	5873.884788
250	5869.28176
251	5866.911456
252	5864.46741
253	5861.562444
254	5858.785449
255	5856.657189
256	5853.5579
257	5849.429378
258	5846.040269
259	5844.072954
260	5840.273691
261	5837.382021
262	5833.178345
263	5830.012282
264	5827.155823
265	5823.966332
266	5821.648171
267	5818.097883
268	5814.526006
269	5811.6162
270	5807.993998
271	5804.469249
272	5799.714577
273	5797.462549
274	5795.208434
275	5792.198164
276	5789.821262
277	5787.450587
278	5783.848575
279	5778.078377
280	5775.501172
281	5772.572899
282	5770.353891
283	5766.732775
284	5764.373328
285	5762.051371
286	5759.519041
287	5757.277965
288	5754.317638
289	5751.834022
290	5749.870754
291	5747.532865
292	5743.368817
293	5740.228993
294	5736.237269
295	5733.83063
296	5730.75011
297	5725.790964
298	5722.540582
299	5720.079039
300	5717.477889
301	5714.69066
302	5712.622891
303	5710.120785
304	5708.18664
305	5703.73259
306	5701.167179
307	5698.505328
308	5694.896923
309	5692.751414
310	5690.153289
311	5688.049653
312	5686.046585
313	5683.762858
314	5681.288508
315	5677.553953
316	5673.851045
317	5671.028719
318	5669.046091
319	5667.237292
320	5665.274126
321	5661.99381
322	5657.701646
323	5656.026699
324	5653.642202
325	5651.909209
326	5650.150635
327	5647.916822
328	5645.786972
329	5642.200596
330	5640.385141
331	5638.605437
332	5636.34885
333	5634.315823
334	5632.185804
335	5629.985362
336	5627.541393
337	5625.293745
338	5623.595186
339	5620.12559
340	5617.703428
341	5614.545315
342	5611.818411
343	5609.474706
344	5606.705961
345	5604.499951
346	5602.230585
347	5598.153245
348	5596.039998
349	5594.316826
350	5592.38367
351	5590.047571
352	5587.864173
353	5586.240075
354	5583.229489
355	5581.06367
356	5579.198266
357	5576.52563
358	5573.790924
359	5571.670964
360	5569.814906
361	5567.012892
362	5564.999318
363	5561.476481
364	5559.562189
365	5557.866585
366	5555.727978
367	5553.745319
368	5551.837888
369	5549.47666
370	5547.227506
371	5545.415898
372	5543.541747
373	5541.989846
374	5540.509275
375	5538.351258
376	5536.322403
377	5534.567535
378	5531.173031
379	5529.135426
380	5527.708359
381	5525.505684
382	5523.447487
383	5521.762618
384	5519.896263
385	5518.330269
386	5517.468514
387	5516.127141
388	5514.422204
389	5512.488071
390	5511.657164
391	5509.042434
392	5506.947071
393	5504.874946
394	5502.766469
395	5501.240286
396	5499.375561
397	5497.829947
398	5496.300322
399	5493.933702
400	5492.375394
401	5490.096225
402	5488.243325
403	5486.824429
404	5484.335844
405	5482.67364
406	5480.830554
407	5479.998852
408	5478.329723
409	5476.378182
410	5475.016222
411	5473.367206
412	5470.689999
413	5468.544188
414	5465.972157
415	5464.426852
416	5462.268717
417	5458.722844
418	5457.184634
419	5455.100528
420	5452.918169
421	5451.551757
422	5449.882227
423	5448.040619
424	5445.945445
425	5444.517125
426	5442.546313
427	5441.173231
428	5439.311738
429	5437.374596
430	5435.774366
431	5433.814564
432	5432.167052
433	5430.481702
434	5428.400799
435	5427.620806
436	5426.866456
437	5425.380318
438	5421.901384
439	5420.363488
440	5418.729717
441	5416.881171
442	5415.035004
443	5413.290873
444	5411.698688
445	5409.831724
446	5408.509054
447	5406.261478
448	5404.868499
449	5403.315876
450	5402.152202
451	5400.459603
452	5398.236135
453	5396.414282
454	5394.075017
455	5391.704711
456	5389.923352
457	5387.519385
458	5386.298221
459	5384.850005
460	5382.849161
461	5381.361641
462	5379.691961
463	5376.796822
464	5375.294231
465	5374.000469
466	5372.734878
467	5370.927862
468	5369.103069
469	5367.359479
470	5365.740067
471	5362.984147
472	5361.407877
473	5359.424409
474	5358.039625
475	5356.187584
476	5354.960571
477	5354.222208
478	5352.628028
479	5351.187682
480	5349.041933
481	5347.75164
482	5346.044305
483	5344.893238
484	5341.984958
485	5341.274844
486	5339.62302
487	5336.727994
488	5335.177725
489	5333.278211
490	5332.029556
491	5330.714703
492	5329.266116
493	5328.195057
494	5326.439689
495	5324.132407
496	5322.50031
497	5321.806282
498	5320.119839
499	5318.821969
500	5317.783896
501	5316.737045
502	5315.35755
503	5314.710132
504	5312.837717
505	5311.291249
506	5309.221227
507	5308.563849
508	5307.387636
509	5305.115473
510	5303.69744
511	5302.609303
512	5300.756211
513	5299.38161
514	5297.822557
515	5296.834287
516	5295.480374
517	5293.264101
518	5292.259292
519	5290.758456
520	5288.894887
521	5287.611353
522	5286.018157
523	5285.027505
524	5283.190801
525	5281.608351
526	5280.135515
527	5279.133174
528	5277.482232
529	5275.814866
530	5274.739471
531	5273.35066
532	5271.524004
533	5270.283632
534	5268.871446
535	5267.725864
536	5266.397264
537	5264.224249
538	5262.028378
539	5260.967317
540	5259.341103
541	5257.844482
542	5256.880465
543	5254.57664
544	5252.567783
545	5251.219137
546	5249.984079
547	5248.609183
548	5247.60108
549	5245.402881
550	5244.312998
551	5243.206857
552	5240.603465
553	5238.962122
554	5237.366191
555	5235.490755
556	5234.24011
557	5232.689075
558	5231.099824
559	5229.294497
560	5227.22463
561	5226.156086
562	5224.407432
563	5223.454772
564	5222.461514
565	5221.093191
566	5220.487935
567	5219.636477
568	5218.073582
569	5216.509198
570	5214.988792
571	5213.563876
572	5211.699757
573	5210.24903
574	5208.857549
575	5206.78722
576	5205.136703
577	5204.112316
578	5202.814101
579	5202.233389
580	5200.871927
581	5199.821717
582	5198.716156
583	5197.352856
584	5196.395938
585	5195.290619
586	5193.895325
587	5193.064017
588	5191.944369
589	5189.855868
590	5187.882317
591	5186.134193
592	5184.511093
593	5182.52701
594	5181.613038
595	5179.985404
596	5178.155899
597	5175.916519
598	5174.273261
599	5172.575454
600	5171.175572
601	5169.706435
602	5168.408952
603	5166.924056
604	5165.915484
605	5164.657469
606	5163.268964
607	5162.493473
608	5161.189545
609	5159.920647
610	5158.856308
611	5157.532131
612	5156.723527
613	5155.780044
614	5154.673812
615	5152.468062
616	5151.656778
617	5150.514696
618	5149.000774
619	5147.766782
620	5146.964111
621	5145.884534
622	5144.942041
623	5143.887287
624	5142.361893
625	5140.793094
626	5139.518101
627	5138.310394
628	5136.719907
629	5135.972129
630	5135.12953
631	5134.268355
632	5133.079163
633	5131.650181
634	5131.109122
635	5130.355275
636	5128.914411
637	5127.628151
638	5126.042078
639	5125.028165
640	5123.868124
641	5122.318156
642	5121.221661
643	5119.27337
644	5118.247158
645	5117.177438
646	5116.41868
647	5114.292926
648	5112.292711
649	5111.32403
650	5109.351038
651	5108.282739
652	5105.72501
653	5104.992739
654	5104.255739
655	5103.228559
656	5101.741666
657	5100.218573
658	5098.67583
659	5097.55132
660	5096.532395
661	5095.664173
662	5094.123392
663	5093.152044
664	5091.994482
665	5090.810841
666	5089.381659
667	5088.510603
668	5087.786701
669	5086.518656
670	5085.780962
671	5084.686338
672	5083.598648
673	5082.727571
674	5081.868619
675	5080.997413
676	5079.935943
677	5079.060013
678	5077.992759
679	5076.033732
680	5074.552453
681	5073.775915
682	5072.429038
683	5070.695619
684	5069.385592
685	5068.247464
686	5066.942697
687	5066.018696
688	5065.076473
689	5064.085111
690	5063.188491
691	5062.406705
692	5061.625255
693	5059.851525
694	5059.144474
695	5058.0636
696	5056.924959
697	5056.118815
698	5054.859474
699	5053.619016
700	5052.59571
701	5051.862144
702	5051.001434
703	5049.692998
704	5049.021854
705	5047.921294
706	5047.001358
707	5046.159595
708	5045.075003
709	5044.400188
710	5043.31937
711	5042.531581
712	5041.584367
713	5040.710601
714	5039.176641
715	5038.469191
716	5036.800733
717	5035.183494
718	5034.029491
719	5032.506164
720	5031.571677
721	5030.84084
722	5029.012953
723	5028.18615
724	5027.296837
725	5024.994587
726	5023.249923
727	5022.319647
728	5021.471399
729	5020.114668
730	5019.112833
731	5018.188886
732	5017.251555
733	5016.51065
734	5015.678466
735	5014.592542
736	5013.350336
737	5011.609793
738	5011.0047
739	5010.299765
740	5009.119291
741	5007.983291
742	5007.068547
743	5006.206395
744	5005.14051
745	5004.363749
746	5003.488011
747	5002.82391
748	5000.557442
749	4999.066912
750	4997.964868
751	4997.11188
752	4996.134599
753	4994.49121
754	4993.768847
755	4992.799556
756	4992.322154
757	4990.801285
758	4989.675785
759	4988.219659
760	4987.615704
761	4986.880738
762	4985.826585
763	4984.731296
764	4983.414518
765	4982.645041
766	4982.058623
767	4981.170125
768	4979.956407
769	4979.157684
770	4978.091508
771	4976.856728
772	4976.012332
773	4975.40282
774	4974.65614
775	4974.036114
776	4973.439197
777	4972.733209
778	4972.016005
779	4971.312734
780	4970.593778
781	4969.66073
782	4968.454392
783	4967.167901
784	4966.213288
785	4965.368367
786	4964.399418
787	4963.207867
788	4961.653866
789	4960.526041
790	4959.208255
791	4958.366756
792	4957.275768
793	4956.597423
794	4955.695723
795	4954.712842
796	4954.092423
797	4952.57093
798	4951.083601
799	4950.253547
800	4949.484963
801	4948.169006
802	4947.434307
803	4946.747983
804	4945.8617
805	4944.706298
806	4943.264285
807	4941.886956
808	4940.542831
809	4939.975078
810	4939.298413
811	4938.467836
812	4937.67304
813	4937.045559
814	4936.304109
815	4935.400098
816	4934.750618
817	4934.053148
818	4933.309139
819	4932.522851
820	4931.512452
821	4930.600063
822	4929.957216
823	4929.045662
824	4928.388022
825	4927.065422
826	4926.506049
827	4925.487847
828	4924.757343
829	4924.163388
830	4923.587833
831	4922.99671
832	4921.961571
833	4920.87627
834	4920.082792
835	4918.905844
836	4917.601312
837	4916.381312
838	4915.215855
839	4914.604815
840	4913.862627
841	4913.182162
842	4912.351789
843	4911.623866
844	4910.833246
845	4909.360602
846	4908.562353
847	4907.734722
848	4906.807665
849	4906.180183
850	4904.834653
851	4903.694175
852	4903.022828
853	4901.468066
854	4900.756452
855	4899.235252
856	4898.408193
857	4897.33357
858	4896.297733
859	4895.151296
860	4894.273826
861	4893.505128
862	4892.627005
863	4891.943873
864	4891.018428
865	4890.287532
866	4889.263305
867	4888.161475
868	4887.035493
869	4886.237214
870	4885.238642
871	4884.458179
872	4883.775355
873	4883.089514
874	4882.204253
875	4881.588295
876	4880.314727
877	4879.636971
878	4878.758371
879	4878.21453
880	4876.760675
881	4875.46167
882	4874.502567
883	4873.611348
884	4872.714209
885	4871.937406
886	4871.048366
887	4870.572612
888	4869.786707
889	4869.234243
890	4868.349493
891	4867.735542
892	4866.988731
893	4865.827462
894	4865.092046
895	4864.443878
896	4863.285376
897	4862.056761
898	4861.327181
899	4860.652831
900	4859.800968
901	4859.104394
902	4858.468394
903	4857.961267
904	4856.971554
905	4856.133914
906	4855.496655
907	4854.590227
908	4853.157108
909	4852.543927
910	4851.916724
911	4851.035819
912	4850.200354
913	4849.761311
914	4848.877191
915	4848.164069
916	4846.877529
917	4845.71379
918	4844.969506
919	4844.350858
920	4843.788633
921	4843.066299
922	4841.852574
923	4841.292496
924	4840.515303
925	4839.889321
926	4839.304359
927	4838.779416
928	4838.017997
929	4836.884336
930	4836.126262
931	4835.435933
932	4834.356739
933	4833.202355
934	4832.365824
935	4831.631578
936	4831.090467
937	4830.516801
938	4829.384211
939	4828.682962
940	4828.245932
941	4827.755537
942	4827.091874
943	4826.082247
944	4825.511216
945	4824.625562
946	4824.127395
947	4823.355532
948	4822.62307
949	4821.701843
950	4820.944004
951	4820.129799
952	4819.497634
953	4818.796435
954	4818.054989
955	4817.219896
956	4816.669909
957	4815.497271
958	4814.784176
959	4813.91425
960	4813.228395
961	4812.425093
962	4811.172148
963	4810.60419
964	4809.344003
965	4808.674437
966	4807.599742
967	4807.031912
968	4806.239831
969	4805.702672
970	4804.511782
971	4803.454672
972	4802.616045
973	4802.07597
974	4801.203063
975	4800.074679
976	4799.488709
977	4798.496439
978	4797.99157
979	4797.408205
980	4796.852222
981	4796.312295
982	4795.418084
983	4794.892147
984	4793.703864
985	4793.198979
986	4792.321122
987	4791.599814
988	4790.64064
989	4790.073252
990	4789.435592
991	4788.90351
992	4788.391797
993	4787.735663
994	4786.70986
995	4786.305259
996	4785.728207
997	4784.738775
998	4784.142267
999	4783.051371
1000	4782.357099
1001	4781.774074
1002	4781.154093
1003	4780.110728
1004	4779.570808
1005	4779.102915
1006	4778.362575
1007	4777.814867
1008	4777.017459
1009	4776.558669
1010	4775.910987
1011	4775.467663
1012	4774.8319
1013	4774.099768
1014	4773.381931
1015	4772.950672
1016	4771.975194
1017	4771.398169
1018	4770.873391
1019	4770.176323
1020	4769.673065
1021	4768.138233
1022	4767.458396
1023	4766.605904
1024	4765.505205
1025	4765.009541
1026	4764.25935
1027	4763.710978
1028	4762.889642
1029	4762.412229
1030	4761.845886
1031	4760.507297
1032	4759.891926
1033	4759.117781
1034	4758.147125
1035	4757.066193
1036	4756.502624
1037	4755.864847
1038	4755.06912
1039	4754.15552
1040	4753.654768
1041	4753.281
1042	4752.510299
1043	4752.095266
1044	4751.427621
1045	4751.006108
1046	4750.530198
1047	4749.787961
1048	4749.012672
1049	4748.432613
1050	4747.928814
1051	4747.484751
1052	4746.868112
1053	4745.847474
1054	4744.906073
1055	4744.381542
1056	4743.706675
1057	4743.124999
1058	4742.452637
1059	4741.962661
1060	4741.591466
1061	4740.758417
1062	4740.01026
1063	4739.550466
1064	4738.104011
1065	4737.378292
1066	4736.602344
1067	4736.006974
1068	4735.171744
1069	4734.812528
1070	4734.012679
1071	4733.163509
1072	4732.585581
1073	4732.023806
1074	4731.473184
1075	4730.197785
1076	4729.246197
1077	4728.649874
1078	4728.098813
1079	4727.458933
1080	4726.973741
1081	4725.975959
1082	4725.032824
1083	4724.439372
1084	4723.804079
1085	4723.224076
1086	4722.225919
1087	4721.745123
1088	4721.206924
1089	4720.594606
1090	4719.660943
1091	4719.143075
1092	4718.70816
1093	4717.564287
1094	4716.872191
1095	4716.26253
1096	4715.657486
1097	4715.238919
1098	4714.684227
1099	4714.187151
1100	4713.308821
1101	4712.724791
1102	4712.123091
1103	4711.681788
1104	4711.228067
1105	4710.648978
1106	4709.690106
1107	4709.213939
1108	4708.43434
1109	4707.350283
1110	4706.735275
1111	4706.062383
1112	4705.066616
1113	4704.566616
1114	4703.809849
1115	4703.335727
1116	4702.368398
1117	4701.684762
1118	4701.206913
1119	4700.663428
1120	4699.975522
1121	4699.542737
1122	4698.915492
1123	4698.128587
1124	4697.573411
1125	4697.198169
1126	4695.851622
1127	4695.384614
1128	4695.013712
1129	4694.068557
1130	4693.414567
1131	4692.767852
1132	4692.153843
1133	4691.571863
1134	4691.179188
1135	4690.783951
1136	4689.899856
1137	4689.200702
1138	4688.759416
1139	4687.751804
1140	4687.30671
1141	4686.60698
1142	4686.147355
1143	4685.692982
1144	4685.242266
1145	4684.431111
1146	4683.451884
1147	4682.938766
1148	4682.451217
1149	4681.572276
1150	4681.083778
1151	4680.308493
1152	4679.670338
1153	4678.996058
1154	4678.267223
1155	4677.710174
1156	4677.245167
1157	4676.647251
1158	4676.128434
1159	4675.786101
1160	4675.26293
1161	4674.838078
1162	4674.463885
1163	4674.059275
1164	4673.231793
1165	4672.395329
1166	4671.743659
1167	4671.169327
1168	4670.501476
1169	4669.520158
1170	4669.083963
1171	4668.42863
1172	4667.832919
1173	4666.937937
1174	4666.317297
1175	4665.65254
1176	4664.636689
1177	4663.894345
1178	4663.233762
1179	4662.433982
1180	4662.057052
1181	4661.404748
1182	4660.642536
1183	4660.028702
1184	4659.384832
1185	4658.664337
1186	4657.8114
1187	4657.24549
1188	4656.791346
1189	4656.27145
1190	4655.850665
1191	4655.509242
1192	4655.151886
1193	4654.029663
1194	4653.067746
1195	4652.609563
1196	4651.935322
1197	4651.556983
1198	4650.782079
1199	4650.449443
1200	4649.898775
1201	4649.532393
1202	4648.475071
1203	4647.828999
1204	4647.307734
1205	4646.660414
1206	4645.90097
1207	4645.386905
1208	4644.876151
1209	4644.032195
1210	4643.680532
1211	4642.933999
1212	4642.251427
1213	4641.628784
1214	4641.06001
1215	4640.686249
1216	4640.253136
1217	4639.741211
1218	4638.561391
1219	4638.070536
1220	4637.630732
1221	4637.086752
1222	4636.253128
1223	4635.83471
1224	4635.498545
1225	4634.360803
1226	4633.924619
1227	4633.480663
1228	4632.921826
1229	4632.41069
1230	4631.926092
1231	4631.359453
1232	4630.857965
1233	4630.209162
1234	4629.729283
1235	4628.780476
1236	4627.655031
1237	4627.299118
1238	4626.212326
1239	4625.759617
1240	4625.017463
1241	4624.495815
1242	4623.742847
1243	4623.318587
1244	4622.754873
1245	4622.276747
1246	4621.52929
1247	4621.037742
1248	4620.719768
1249	4620.308229
1250	4619.517113
1251	4619.131091
1252	4618.486346
1253	4617.582388
1254	4616.920776
1255	4616.505366
1256	4615.545205
1257	4615.206571
1258	4614.576717
1259	4614.155391
1260	4613.781879
1261	4613.159774
1262	4612.22668
1263	4611.698455
1264	4611.137973
1265	4610.712475
1266	4610.095355
1267	4609.597296
1268	4608.890165
1269	4607.835878
1270	4607.195134
1271	4606.772441
1272	4606.309603
1273	4605.979501
1274	4605.347123
1275	4604.690981
1276	4603.74578
1277	4603.021486
1278	4602.532248
1279	4601.788826
1280	4600.738374
1281	4600.268236
1282	4599.508617
1283	4599.003418
1284	4598.511281
1285	4598.024271
1286	4597.452211
1287	4596.854568
1288	4596.469921
1289	4595.891305
1290	4595.088299
1291	4594.672622
1292	4594.102317
1293	4592.987294
1294	4592.570913
1295	4592.154825
1296	4591.762283
1297	4591.137879
1298	4590.809192
1299	4590.349449
1300	4589.996687
1301	4589.494391
1302	4588.969941
1303	4588.479034
1304	4587.937491
1305	4587.422779
1306	4587.05512
1307	4586.645158
1308	4585.984512
1309	4585.077178
1310	4584.209624
1311	4583.731864
1312	4583.296142
1313	4583.027329
1314	4582.514959
1315	4582.190248
1316	4581.628533
1317	4581.174299
1318	4580.430496
1319	4579.92517
1320	4579.521342
1321	4579.031184
1322	4578.681144
1323	4578.287846
1324	4577.815162
1325	4577.497207
1326	4576.794224
1327	4576.166603
1328	4575.317859
1329	4574.87652
1330	4574.416165
1331	4573.877469
1332	4573.330208
1333	4572.462987
1334	4571.867869
1335	4571.391904
1336	4570.786448
1337	4570.142206
1338	4569.487103
1339	4568.886053
1340	4568.321053
1341	4567.864518
1342	4567.097744
1343	4566.727394
1344	4566.39483
1345	4565.641629
1346	4565.303113
1347	4565.026572
1348	4564.39453
1349	4563.29263
1350	4562.839801
1351	4562.357274
1352	4561.935206
1353	4561.365919
1354	4560.999787
1355	4560.649186
1356	4560.11344
1357	4559.832082
1358	4559.551874
1359	4559.06748
1360	4558.7339
1361	4558.311901
1362	4557.998491
1363	4557.691945
1364	4557.151373
1365	4556.620108
1366	4556.20214
1367	4555.723603
1368	4555.17598
1369	4554.580841
1370	4554.037556
1371	4553.48637
1372	4553.056436
1373	4552.405819
1374	4552.108363
1375	4551.449744
1376	4551.093124
1377	4550.675144
1378	4550.40231
1379	4549.947392
1380	4549.661013
1381	4549.352777
1382	4548.825639
1383	4548.13133
1384	4547.809801
1385	4547.079971
1386	4546.813466
1387	4546.41588
1388	4545.621236
1389	4545.161759
1390	4544.666502
1391	4544.16126
1392	4543.778931
1393	4543.35839
1394	4542.901819
1395	4542.478513
1396	4541.522512
1397	4541.111178
1398	4540.434656
1399	4540.103331
1400	4539.360017
1401	4538.86491
1402	4538.265591
1403	4537.424093
1404	4537.022892
1405	4536.330101
1406	4536.079703
1407	4534.931839
1408	4534.508443
1409	4534.005362
1410	4533.499349
1411	4533.134774
1412	4532.802603
1413	4532.353034
1414	4531.976835
1415	4531.304761
1416	4530.832753
1417	4530.16043
1418	4529.72434
1419	4529.289344
1420	4528.694998
1421	4528.247549
1422	4527.825819
1423	4527.322513
1424	4527.045782
1425	4526.372608
1426	4525.85142
1427	4525.233935
1428	4524.269057
1429	4523.955932
1430	4523.470557
1431	4523.079475
1432	4522.654287
1433	4522.145567
1434	4521.533967
1435	4521.17081
1436	4520.602564
1437	4520.089781
1438	4519.138018
1439	4518.426098
1440	4517.939197
1441	4517.183829
1442	4516.746381
1443	4516.177368
1444	4515.813242
1445	4515.405524
1446	4514.863116
1447	4514.39085
1448	4513.749752
1449	4513.360694
1450	4512.857676
1451	4512.40871
1452	4511.916699
1453	4511.540973
1454	4511.049379
1455	4510.318169
1456	4510.017363
1457	4509.712601
1458	4509.234354
1459	4508.687885
1460	4508.266365
1461	4507.625765
1462	4506.944666
1463	4506.575303
1464	4506.137003
1465	4505.697074
1466	4504.969693
1467	4504.494662
1468	4504.017284
1469	4503.66819
1470	4503.264533
1471	4502.683054
1472	4502.356665
1473	4501.811347
1474	4501.201317
1475	4500.592556
1476	4499.913984
1477	4499.197209
1478	4498.648242
1479	4498.303284
1480	4497.563087
1481	4497.087251
1482	4496.660364
1483	4496.002684
1484	4495.458873
1485	4495.195605
1486	4494.818857
1487	4494.500768
1488	4494.195765
1489	4493.743285
1490	4492.75856
1491	4492.21238
1492	4491.939977
1493	4491.453433
1494	4490.997183
1495	4490.595948
1496	4490.160694
1497	4489.890326
1498	4489.534078
1499	4489.136356
1500	4488.543481
1501	4488.101124
1502	4487.161095
1503	4486.718323
1504	4486.310315
1505	4485.986908
1506	4485.524544
1507	4484.957537
1508	4484.635723
1509	4484.287822
1510	4484.045502
1511	4483.146989
1512	4482.651117
1513	4482.271869
1514	4481.988355
1515	4481.647751
1516	4481.306203
1517	4480.846965
1518	4480.479929
1519	4479.963271
1520	4479.28107
1521	4478.728976
1522	4478.337684
1523	4477.843533
1524	4477.418116
1525	4477.011247
1526	4476.359082
1527	4476.006639
1528	4475.567645
1529	4475.016121
1530	4474.73722
1531	4474.286458
1532	4473.926783
1533	4473.22095
1534	4472.735471
1535	4472.455224
1536	4472.021109
1537	4471.288995
1538	4470.958704
1539	4470.214074
1540	4469.859854
1541	4469.59914
1542	4469.184337
1543	4468.79315
1544	4468.385346
1545	4468.067846
1546	4467.215776
1547	4466.786976
1548	4466.376387
1549	4466.11322
1550	4465.37086
1551	4464.92155
1552	4464.417846
1553	4464.162807
1554	4463.643829
1555	4463.087247
1556	4462.478226
1557	4462.052513
1558	4461.456483
1559	4461.020537
1560	4460.655404
1561	4460.26856
1562	4459.503589
1563	4458.706174
1564	4458.16549
1565	4457.898689
1566	4457.601441
1567	4457.194228
1568	4456.760206
1569	4456.233782
1570	4455.334205
1571	4455.048062
1572	4454.771815
1573	4454.302877
1574	4453.682651
1575	4453.413452
1576	4453.105284
1577	4452.726087
1578	4452.350701
1579	4452.102426
1580	4451.64865
1581	4451.022072
1582	4450.757753
1583	4450.468757
1584	4450.207157
1585	4449.859384
1586	4449.546358
1587	4449.144473
1588	4448.733931
1589	4448.032289
1590	4447.824865
1591	4447.518544
1592	4447.161956
1593	4446.717503
1594	4446.287984
1595	4445.705937
1596	4445.347277
1597	4444.706725
1598	4444.209191
1599	4443.887077
1600	4443.557613
1601	4443.118664
1602	4442.803576
1603	4442.570069
1604	4442.110997
1605	4441.849381
1606	4441.532685
1607	4440.936962
1608	4440.079976
1609	4439.41154
1610	4439.002037
1611	4438.696663
1612	4438.477554
1613	4437.780373
1614	4437.29893
1615	4436.891129
1616	4436.549546
1617	4436.280479
1618	4435.904038
1619	4435.550357
1620	4434.875331
1621	4434.163733
1622	4433.851724
1623	4433.351311
1624	4432.97774
1625	4432.762855
1626	4432.470475
1627	4432.133592
1628	4431.753848
1629	4431.461628
1630	4430.811281
1631	4430.408419
1632	4430.125069
1633	4429.55719
1634	4429.254916
1635	4429.002853
1636	4428.548095
1637	4428.148484
1638	4427.45761
1639	4427.167504
1640	4426.847606
1641	4426.015393
1642	4425.665457
1643	4425.215259
1644	4424.949057
1645	4424.261198
1646	4423.918734
1647	4423.685235
1648	4423.024748
1649	4422.630402
1650	4422.354219
1651	4421.707705
1652	4421.31036
1653	4420.989854
1654	4420.44735
1655	4420.036434
1656	4419.110109
1657	4418.779148
1658	4418.491057
1659	4417.910234
1660	4417.540989
1661	4417.154853
1662	4416.823408
1663	4416.433322
